table,column,datatype,size,transform,d_start,d_length,d_sequence,description
b08526,b08526072_m90,float,,^jam_float,78,,,Margin of error for: B08526072
b08526,b08526073,float,,^jam_float,79,,,Other services (except public administration)
b08526,b08526073_m90,float,,^jam_float,79,,,Margin of error for: B08526073
b08526,b08526074,float,,^jam_float,80,,,Public administration
b08526,b08526074_m90,float,,^jam_float,80,,,Margin of error for: B08526074
b08526,b08526075,float,,^jam_float,81,,,Armed forces
b08526,b08526075_m90,float,,^jam_float,81,,,Margin of error for: B08526075
b08526,b08526076,float,,^jam_float,82,,,"Taxicab, motorcycle, bicycle, or other means:"
b08526,b08526076_m90,float,,^jam_float,82,,,Margin of error for: B08526076
b08526,b08526077,float,,^jam_float,83,,,"Agriculture, forestry, fishing and hunting, and mining"
b08526,b08526077_m90,float,,^jam_float,83,,,Margin of error for: B08526077
b08526,b08526078,float,,^jam_float,84,,,Construction
b08526,b08526078_m90,float,,^jam_float,84,,,Margin of error for: B08526078
b08526,b08526079,float,,^jam_float,85,,,Manufacturing
b08526,b08526079_m90,float,,^jam_float,85,,,Margin of error for: B08526079
b08526,b08526080,float,,^jam_float,86,,,Wholesale trade
b08526,b08526080_m90,float,,^jam_float,86,,,Margin of error for: B08526080
b08526,b08526081,float,,^jam_float,87,,,Retail trade
b08526,b08526081_m90,float,,^jam_float,87,,,Margin of error for: B08526081
b08526,b08526082,float,,^jam_float,88,,,"Transportation and warehousing, and utilities"
b08526,b08526082_m90,float,,^jam_float,88,,,Margin of error for: B08526082
b08526,b08526083,float,,^jam_float,89,,,Information
b08526,b08526083_m90,float,,^jam_float,89,,,Margin of error for: B08526083
b08526,b08526084,float,,^jam_float,90,,,"Finance and insurance, and real estate and rental and leasing"
b08526,b08526084_m90,float,,^jam_float,90,,,Margin of error for: B08526084
b08526,b08526085,float,,^jam_float,91,,,"Professional, scientific, and management, and administrative and waste management services"
b08526,b08526085_m90,float,,^jam_float,91,,,Margin of error for: B08526085
b08526,b08526086,float,,^jam_float,92,,,"Educational services, and health care and social assistance"
b08526,b08526086_m90,float,,^jam_float,92,,,Margin of error for: B08526086
b08526,b08526087,float,,^jam_float,93,,,"Arts, entertainment, and recreation, and accommodation and food services"
b08526,b08526087_m90,float,,^jam_float,93,,,Margin of error for: B08526087
b08526,b08526088,float,,^jam_float,94,,,Other services (except public administration)
b08526,b08526088_m90,float,,^jam_float,94,,,Margin of error for: B08526088
b08526,b08526089,float,,^jam_float,95,,,Public administration
b08526,b08526089_m90,float,,^jam_float,95,,,Margin of error for: B08526089
b08526,b08526090,float,,^jam_float,96,,,Armed forces
b08526,b08526090_m90,float,,^jam_float,96,,,Margin of error for: B08526090
b08526,b08526091,float,,^jam_float,97,,,Worked at home:
b08526,b08526091_m90,float,,^jam_float,97,,,Margin of error for: B08526091
b08526,b08526092,float,,^jam_float,98,,,"Agriculture, forestry, fishing and hunting, and mining"
b08526,b08526092_m90,float,,^jam_float,98,,,Margin of error for: B08526092
b08526,b08526093,float,,^jam_float,99,,,Construction
b08526,b08526093_m90,float,,^jam_float,99,,,Margin of error for: B08526093
b08526,b08526094,float,,^jam_float,100,,,Manufacturing
b08526,b08526094_m90,float,,^jam_float,100,,,Margin of error for: B08526094
b08526,b08526095,float,,^jam_float,101,,,Wholesale trade
b08526,b08526095_m90,float,,^jam_float,101,,,Margin of error for: B08526095
b08526,b08526096,float,,^jam_float,102,,,Retail trade
b08526,b08526096_m90,float,,^jam_float,102,,,Margin of error for: B08526096
b08526,b08526097,float,,^jam_float,103,,,"Transportation and warehousing, and utilities"
b08526,b08526097_m90,float,,^jam_float,103,,,Margin of error for: B08526097
b08526,b08526098,float,,^jam_float,104,,,Information
b08526,b08526098_m90,float,,^jam_float,104,,,Margin of error for: B08526098
b08526,b08526099,float,,^jam_float,105,,,"Finance and insurance, and real estate and rental and leasing"
b08526,b08526099_m90,float,,^jam_float,105,,,Margin of error for: B08526099
b08526,b08526100,float,,^jam_float,106,,,"Professional, scientific, and management, and administrative and waste management services"
b08526,b08526100_m90,float,,^jam_float,106,,,Margin of error for: B08526100
b08526,b08526101,float,,^jam_float,107,,,"Educational services, and health care and social assistance"
b08526,b08526101_m90,float,,^jam_float,107,,,Margin of error for: B08526101
b08526,b08526102,float,,^jam_float,108,,,"Arts, entertainment, and recreation, and accommodation and food services"
b08526,b08526102_m90,float,,^jam_float,108,,,Margin of error for: B08526102
b08526,b08526103,float,,^jam_float,109,,,Other services (except public administration)
b08526,b08526103_m90,float,,^jam_float,109,,,Margin of error for: B08526103
b08526,b08526104,float,,^jam_float,110,,,Public administration
b08526,b08526104_m90,float,,^jam_float,110,,,Margin of error for: B08526104
b08526,b08526105,float,,^jam_float,111,,,Armed forces
b08526,b08526105_m90,float,,^jam_float,111,,,Margin of error for: B08526105
,,,,,,,,
c01001i,id,int,,,229,9,14,Sex By Age (Hispanic Or Latino)
c01001i,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
c01001i,chariter,str,3,,3,,,Character Iteration
c01001i,sequence,int,4,,4,,,Sequence Number
c01001i,logrecno,int,7,,5,,,Logical Record Number
c01001i,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
c01001i,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
c01001i,sumlevel,int,,||row.geoid.sl,,,,Summary Level
c01001i,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
c01001i,c01001i001,float,,^jam_float,229,,,Total:
c01001i,c01001i001_m90,float,,^jam_float,229,,,Margin of error for: C01001I001
c01001i,c01001i002,float,,^jam_float,230,,,Male:
c01001i,c01001i002_m90,float,,^jam_float,230,,,Margin of error for: C01001I002
c01001i,c01001i003,float,,^jam_float,231,,,Under 18 years
c01001i,c01001i003_m90,float,,^jam_float,231,,,Margin of error for: C01001I003
c01001i,c01001i004,float,,^jam_float,232,,,18 to 64 years
c01001i,c01001i004_m90,float,,^jam_float,232,,,Margin of error for: C01001I004
c01001i,c01001i005,float,,^jam_float,233,,,65 years and over
c01001i,c01001i005_m90,float,,^jam_float,233,,,Margin of error for: C01001I005
c01001i,c01001i006,float,,^jam_float,234,,,Female:
c01001i,c01001i006_m90,float,,^jam_float,234,,,Margin of error for: C01001I006
c01001i,c01001i007,float,,^jam_float,235,,,Under 18 years
c01001i,c01001i007_m90,float,,^jam_float,235,,,Margin of error for: C01001I007
c01001i,c01001i008,float,,^jam_float,236,,,18 to 64 years
c01001i,c01001i008_m90,float,,^jam_float,236,,,Margin of error for: C01001I008
c01001i,c01001i009,float,,^jam_float,237,,,65 years and over
c01001i,c01001i009_m90,float,,^jam_float,237,,,Margin of error for: C01001I009
,,,,,,,,
b17024,id,int,,,7,131,73,Age By Ratio Of Income To Poverty Level In The Past 12 Months
b17024,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
b17024,chariter,str,3,,3,,,Character Iteration
b17024,sequence,int,4,,4,,,Sequence Number
b17024,logrecno,int,7,,5,,,Logical Record Number
b17024,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
b17024,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
b17024,sumlevel,int,,||row.geoid.sl,,,,Summary Level
b17024,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
b17024,b17024001,float,,^jam_float,7,,,Total:
b17024,b17024001_m90,float,,^jam_float,7,,,Margin of error for: B17024001
b17024,b17024002,float,,^jam_float,8,,,Under 6 years:
b17024,b17024002_m90,float,,^jam_float,8,,,Margin of error for: B17024002
b17024,b17024003,float,,^jam_float,9,,,Under .50
b17024,b17024003_m90,float,,^jam_float,9,,,Margin of error for: B17024003
b17024,b17024004,float,,^jam_float,10,,,.50 to .74
b17024,b17024004_m90,float,,^jam_float,10,,,Margin of error for: B17024004
b17024,b17024005,float,,^jam_float,11,,,.75 to .99
b17024,b17024005_m90,float,,^jam_float,11,,,Margin of error for: B17024005
b17024,b17024006,float,,^jam_float,12,,,1.00 to 1.24
b17024,b17024006_m90,float,,^jam_float,12,,,Margin of error for: B17024006
b17024,b17024007,float,,^jam_float,13,,,1.25 to 1.49
b17024,b17024007_m90,float,,^jam_float,13,,,Margin of error for: B17024007
b17024,b17024008,float,,^jam_float,14,,,1.50 to 1.74
b17024,b17024008_m90,float,,^jam_float,14,,,Margin of error for: B17024008
b17024,b17024009,float,,^jam_float,15,,,1.75 to 1.84
b17024,b17024009_m90,float,,^jam_float,15,,,Margin of error for: B17024009
b17024,b17024010,float,,^jam_float,16,,,1.85 to 1.99
b17024,b17024010_m90,float,,^jam_float,16,,,Margin of error for: B17024010
b17024,b17024011,float,,^jam_float,17,,,2.00 to 2.99
b17024,b17024011_m90,float,,^jam_float,17,,,Margin of error for: B17024011
b17024,b17024012,float,,^jam_float,18,,,3.00 to 3.99
b17024,b17024012_m90,float,,^jam_float,18,,,Margin of error for: B17024012
b17024,b17024013,float,,^jam_float,19,,,4.00 to 4.99
b17024,b17024013_m90,float,,^jam_float,19,,,Margin of error for: B17024013
b17024,b17024014,float,,^jam_float,20,,,5.00 and over
b17024,b17024014_m90,float,,^jam_float,20,,,Margin of error for: B17024014
b17024,b17024015,float,,^jam_float,21,,,6 to 11 years:
b17024,b17024015_m90,float,,^jam_float,21,,,Margin of error for: B17024015
b17024,b17024016,float,,^jam_float,22,,,Under .50
b17024,b17024016_m90,float,,^jam_float,22,,,Margin of error for: B17024016
b17024,b17024017,float,,^jam_float,23,,,.50 to .74
b17024,b17024017_m90,float,,^jam_float,23,,,Margin of error for: B17024017
b17024,b17024018,float,,^jam_float,24,,,.75 to .99
b17024,b17024018_m90,float,,^jam_float,24,,,Margin of error for: B17024018
b17024,b17024019,float,,^jam_float,25,,,1.00 to 1.24
b17024,b17024019_m90,float,,^jam_float,25,,,Margin of error for: B17024019
b17024,b17024020,float,,^jam_float,26,,,1.25 to 1.49
b17024,b17024020_m90,float,,^jam_float,26,,,Margin of error for: B17024020
b17024,b17024021,float,,^jam_float,27,,,1.50 to 1.74
b17024,b17024021_m90,float,,^jam_float,27,,,Margin of error for: B17024021
b17024,b17024022,float,,^jam_float,28,,,1.75 to 1.84
b17024,b17024022_m90,float,,^jam_float,28,,,Margin of error for: B17024022
b17024,b17024023,float,,^jam_float,29,,,1.85 to 1.99
b17024,b17024023_m90,float,,^jam_float,29,,,Margin of error for: B17024023
b17024,b17024024,float,,^jam_float,30,,,2.00 to 2.99
b17024,b17024024_m90,float,,^jam_float,30,,,Margin of error for: B17024024
b17024,b17024025,float,,^jam_float,31,,,3.00 to 3.99
b17024,b17024025_m90,float,,^jam_float,31,,,Margin of error for: B17024025
b17024,b17024026,float,,^jam_float,32,,,4.00 to 4.99
b17024,b17024026_m90,float,,^jam_float,32,,,Margin of error for: B17024026
b17024,b17024027,float,,^jam_float,33,,,5.00 and over
b17024,b17024027_m90,float,,^jam_float,33,,,Margin of error for: B17024027
b17024,b17024028,float,,^jam_float,34,,,12 to 17 years:
b17024,b17024028_m90,float,,^jam_float,34,,,Margin of error for: B17024028
b17024,b17024029,float,,^jam_float,35,,,Under .50
b17024,b17024029_m90,float,,^jam_float,35,,,Margin of error for: B17024029
b17024,b17024030,float,,^jam_float,36,,,.50 to .74
b17024,b17024030_m90,float,,^jam_float,36,,,Margin of error for: B17024030
b17024,b17024031,float,,^jam_float,37,,,.75 to .99
b17024,b17024031_m90,float,,^jam_float,37,,,Margin of error for: B17024031
b17024,b17024032,float,,^jam_float,38,,,1.00 to 1.24
b17024,b17024032_m90,float,,^jam_float,38,,,Margin of error for: B17024032
b17024,b17024033,float,,^jam_float,39,,,1.25 to 1.49
b17024,b17024033_m90,float,,^jam_float,39,,,Margin of error for: B17024033
b17024,b17024034,float,,^jam_float,40,,,1.50 to 1.74
b17024,b17024034_m90,float,,^jam_float,40,,,Margin of error for: B17024034
b17024,b17024035,float,,^jam_float,41,,,1.75 to 1.84
b17024,b17024035_m90,float,,^jam_float,41,,,Margin of error for: B17024035
b17024,b17024036,float,,^jam_float,42,,,1.85 to 1.99
b17024,b17024036_m90,float,,^jam_float,42,,,Margin of error for: B17024036
b17024,b17024037,float,,^jam_float,43,,,2.00 to 2.99
b17024,b17024037_m90,float,,^jam_float,43,,,Margin of error for: B17024037
b17024,b17024038,float,,^jam_float,44,,,3.00 to 3.99
b17024,b17024038_m90,float,,^jam_float,44,,,Margin of error for: B17024038
b17024,b17024039,float,,^jam_float,45,,,4.00 to 4.99
b17024,b17024039_m90,float,,^jam_float,45,,,Margin of error for: B17024039
b17024,b17024040,float,,^jam_float,46,,,5.00 and over
b17024,b17024040_m90,float,,^jam_float,46,,,Margin of error for: B17024040
b17024,b17024041,float,,^jam_float,47,,,18 to 24 years:
b17024,b17024041_m90,float,,^jam_float,47,,,Margin of error for: B17024041
b17024,b17024042,float,,^jam_float,48,,,Under .50
b17024,b17024042_m90,float,,^jam_float,48,,,Margin of error for: B17024042
b17024,b17024043,float,,^jam_float,49,,,.50 to .74
b17024,b17024043_m90,float,,^jam_float,49,,,Margin of error for: B17024043
b17024,b17024044,float,,^jam_float,50,,,.75 to .99
b17024,b17024044_m90,float,,^jam_float,50,,,Margin of error for: B17024044
b17024,b17024045,float,,^jam_float,51,,,1.00 to 1.24
b17024,b17024045_m90,float,,^jam_float,51,,,Margin of error for: B17024045
b17024,b17024046,float,,^jam_float,52,,,1.25 to 1.49
b17024,b17024046_m90,float,,^jam_float,52,,,Margin of error for: B17024046
b17024,b17024047,float,,^jam_float,53,,,1.50 to 1.74
b17024,b17024047_m90,float,,^jam_float,53,,,Margin of error for: B17024047
b17024,b17024048,float,,^jam_float,54,,,1.75 to 1.84
b17024,b17024048_m90,float,,^jam_float,54,,,Margin of error for: B17024048
b17024,b17024049,float,,^jam_float,55,,,1.85 to 1.99
b17024,b17024049_m90,float,,^jam_float,55,,,Margin of error for: B17024049
b17024,b17024050,float,,^jam_float,56,,,2.00 to 2.99
b17024,b17024050_m90,float,,^jam_float,56,,,Margin of error for: B17024050
b17024,b17024051,float,,^jam_float,57,,,3.00 to 3.99
b17024,b17024051_m90,float,,^jam_float,57,,,Margin of error for: B17024051
b17024,b17024052,float,,^jam_float,58,,,4.00 to 4.99
b17024,b17024052_m90,float,,^jam_float,58,,,Margin of error for: B17024052
b17024,b17024053,float,,^jam_float,59,,,5.00 and over
b17024,b17024053_m90,float,,^jam_float,59,,,Margin of error for: B17024053
b17024,b17024054,float,,^jam_float,60,,,25 to 34 years:
b17024,b17024054_m90,float,,^jam_float,60,,,Margin of error for: B17024054
b17024,b17024055,float,,^jam_float,61,,,Under .50
b17024,b17024055_m90,float,,^jam_float,61,,,Margin of error for: B17024055
b17024,b17024056,float,,^jam_float,62,,,.50 to .74
b17024,b17024056_m90,float,,^jam_float,62,,,Margin of error for: B17024056
b17024,b17024057,float,,^jam_float,63,,,.75 to .99
b17024,b17024057_m90,float,,^jam_float,63,,,Margin of error for: B17024057
b17024,b17024058,float,,^jam_float,64,,,1.00 to 1.24
b17024,b17024058_m90,float,,^jam_float,64,,,Margin of error for: B17024058
b17024,b17024059,float,,^jam_float,65,,,1.25 to 1.49
b17024,b17024059_m90,float,,^jam_float,65,,,Margin of error for: B17024059
b17024,b17024060,float,,^jam_float,66,,,1.50 to 1.74
b17024,b17024060_m90,float,,^jam_float,66,,,Margin of error for: B17024060
b17024,b17024061,float,,^jam_float,67,,,1.75 to 1.84
b17024,b17024061_m90,float,,^jam_float,67,,,Margin of error for: B17024061
b17024,b17024062,float,,^jam_float,68,,,1.85 to 1.99
b17024,b17024062_m90,float,,^jam_float,68,,,Margin of error for: B17024062
b17024,b17024063,float,,^jam_float,69,,,2.00 to 2.99
b17024,b17024063_m90,float,,^jam_float,69,,,Margin of error for: B17024063
b17024,b17024064,float,,^jam_float,70,,,3.00 to 3.99
b17024,b17024064_m90,float,,^jam_float,70,,,Margin of error for: B17024064
b17024,b17024065,float,,^jam_float,71,,,4.00 to 4.99
b17024,b17024065_m90,float,,^jam_float,71,,,Margin of error for: B17024065
b17024,b17024066,float,,^jam_float,72,,,5.00 and over
b17024,b17024066_m90,float,,^jam_float,72,,,Margin of error for: B17024066
b17024,b17024067,float,,^jam_float,73,,,35 to 44 years:
b17024,b17024067_m90,float,,^jam_float,73,,,Margin of error for: B17024067
b17024,b17024068,float,,^jam_float,74,,,Under .50
b17024,b17024068_m90,float,,^jam_float,74,,,Margin of error for: B17024068
b17024,b17024069,float,,^jam_float,75,,,.50 to .74
b17024,b17024069_m90,float,,^jam_float,75,,,Margin of error for: B17024069
b17024,b17024070,float,,^jam_float,76,,,.75 to .99
b17024,b17024070_m90,float,,^jam_float,76,,,Margin of error for: B17024070
b17024,b17024071,float,,^jam_float,77,,,1.00 to 1.24
b17024,b17024071_m90,float,,^jam_float,77,,,Margin of error for: B17024071
b17024,b17024072,float,,^jam_float,78,,,1.25 to 1.49
b17024,b17024072_m90,float,,^jam_float,78,,,Margin of error for: B17024072
b17024,b17024073,float,,^jam_float,79,,,1.50 to 1.74
b17024,b17024073_m90,float,,^jam_float,79,,,Margin of error for: B17024073
b17024,b17024074,float,,^jam_float,80,,,1.75 to 1.84
b17024,b17024074_m90,float,,^jam_float,80,,,Margin of error for: B17024074
b17024,b17024075,float,,^jam_float,81,,,1.85 to 1.99
b17024,b17024075_m90,float,,^jam_float,81,,,Margin of error for: B17024075
b17024,b17024076,float,,^jam_float,82,,,2.00 to 2.99
b17024,b17024076_m90,float,,^jam_float,82,,,Margin of error for: B17024076
b17024,b17024077,float,,^jam_float,83,,,3.00 to 3.99
b17024,b17024077_m90,float,,^jam_float,83,,,Margin of error for: B17024077
b17024,b17024078,float,,^jam_float,84,,,4.00 to 4.99
b17024,b17024078_m90,float,,^jam_float,84,,,Margin of error for: B17024078
b17024,b17024079,float,,^jam_float,85,,,5.00 and over
b17024,b17024079_m90,float,,^jam_float,85,,,Margin of error for: B17024079
b17024,b17024080,float,,^jam_float,86,,,45 to 54 years:
b17024,b17024080_m90,float,,^jam_float,86,,,Margin of error for: B17024080
b17024,b17024081,float,,^jam_float,87,,,Under .50
b17024,b17024081_m90,float,,^jam_float,87,,,Margin of error for: B17024081
b17024,b17024082,float,,^jam_float,88,,,.50 to .74
b17024,b17024082_m90,float,,^jam_float,88,,,Margin of error for: B17024082
b17024,b17024083,float,,^jam_float,89,,,.75 to .99
b17024,b17024083_m90,float,,^jam_float,89,,,Margin of error for: B17024083
b17024,b17024084,float,,^jam_float,90,,,1.00 to 1.24
b17024,b17024084_m90,float,,^jam_float,90,,,Margin of error for: B17024084
b17024,b17024085,float,,^jam_float,91,,,1.25 to 1.49
b17024,b17024085_m90,float,,^jam_float,91,,,Margin of error for: B17024085
b17024,b17024086,float,,^jam_float,92,,,1.50 to 1.74
b17024,b17024086_m90,float,,^jam_float,92,,,Margin of error for: B17024086
b17024,b17024087,float,,^jam_float,93,,,1.75 to 1.84
b17024,b17024087_m90,float,,^jam_float,93,,,Margin of error for: B17024087
b17024,b17024088,float,,^jam_float,94,,,1.85 to 1.99
b17024,b17024088_m90,float,,^jam_float,94,,,Margin of error for: B17024088
b17024,b17024089,float,,^jam_float,95,,,2.00 to 2.99
b17024,b17024089_m90,float,,^jam_float,95,,,Margin of error for: B17024089
b17024,b17024090,float,,^jam_float,96,,,3.00 to 3.99
b17024,b17024090_m90,float,,^jam_float,96,,,Margin of error for: B17024090
b17024,b17024091,float,,^jam_float,97,,,4.00 to 4.99
b17024,b17024091_m90,float,,^jam_float,97,,,Margin of error for: B17024091
b17024,b17024092,float,,^jam_float,98,,,5.00 and over
b17024,b17024092_m90,float,,^jam_float,98,,,Margin of error for: B17024092
b17024,b17024093,float,,^jam_float,99,,,55 to 64 years:
b17024,b17024093_m90,float,,^jam_float,99,,,Margin of error for: B17024093
b17024,b17024094,float,,^jam_float,100,,,Under .50
b17024,b17024094_m90,float,,^jam_float,100,,,Margin of error for: B17024094
b17024,b17024095,float,,^jam_float,101,,,.50 to .74
b17024,b17024095_m90,float,,^jam_float,101,,,Margin of error for: B17024095
b17024,b17024096,float,,^jam_float,102,,,.75 to .99
b17024,b17024096_m90,float,,^jam_float,102,,,Margin of error for: B17024096
b17024,b17024097,float,,^jam_float,103,,,1.00 to 1.24
b17024,b17024097_m90,float,,^jam_float,103,,,Margin of error for: B17024097
b17024,b17024098,float,,^jam_float,104,,,1.25 to 1.49
b17024,b17024098_m90,float,,^jam_float,104,,,Margin of error for: B17024098
b17024,b17024099,float,,^jam_float,105,,,1.50 to 1.74
b17024,b17024099_m90,float,,^jam_float,105,,,Margin of error for: B17024099
b17024,b17024100,float,,^jam_float,106,,,1.75 to 1.84
b17024,b17024100_m90,float,,^jam_float,106,,,Margin of error for: B17024100
b17024,b17024101,float,,^jam_float,107,,,1.85 to 1.99
b17024,b17024101_m90,float,,^jam_float,107,,,Margin of error for: B17024101
b17024,b17024102,float,,^jam_float,108,,,2.00 to 2.99
b17024,b17024102_m90,float,,^jam_float,108,,,Margin of error for: B17024102
b17024,b17024103,float,,^jam_float,109,,,3.00 to 3.99
b17024,b17024103_m90,float,,^jam_float,109,,,Margin of error for: B17024103
b17024,b17024104,float,,^jam_float,110,,,4.00 to 4.99
b17024,b17024104_m90,float,,^jam_float,110,,,Margin of error for: B17024104
b17024,b17024105,float,,^jam_float,111,,,5.00 and over
b17024,b17024105_m90,float,,^jam_float,111,,,Margin of error for: B17024105
b17024,b17024106,float,,^jam_float,112,,,65 to 74 years:
b17024,b17024106_m90,float,,^jam_float,112,,,Margin of error for: B17024106
b17024,b17024107,float,,^jam_float,113,,,Under .50
b17024,b17024107_m90,float,,^jam_float,113,,,Margin of error for: B17024107
b17024,b17024108,float,,^jam_float,114,,,.50 to .74
b17024,b17024108_m90,float,,^jam_float,114,,,Margin of error for: B17024108
b17024,b17024109,float,,^jam_float,115,,,.75 to .99
b17024,b17024109_m90,float,,^jam_float,115,,,Margin of error for: B17024109
b17024,b17024110,float,,^jam_float,116,,,1.00 to 1.24
b17024,b17024110_m90,float,,^jam_float,116,,,Margin of error for: B17024110
b17024,b17024111,float,,^jam_float,117,,,1.25 to 1.49
b17024,b17024111_m90,float,,^jam_float,117,,,Margin of error for: B17024111
b17024,b17024112,float,,^jam_float,118,,,1.50 to 1.74
b17024,b17024112_m90,float,,^jam_float,118,,,Margin of error for: B17024112
b17024,b17024113,float,,^jam_float,119,,,1.75 to 1.84
b17024,b17024113_m90,float,,^jam_float,119,,,Margin of error for: B17024113
b17024,b17024114,float,,^jam_float,120,,,1.85 to 1.99
b17024,b17024114_m90,float,,^jam_float,120,,,Margin of error for: B17024114
b17024,b17024115,float,,^jam_float,121,,,2.00 to 2.99
b17024,b17024115_m90,float,,^jam_float,121,,,Margin of error for: B17024115
b17024,b17024116,float,,^jam_float,122,,,3.00 to 3.99
b17024,b17024116_m90,float,,^jam_float,122,,,Margin of error for: B17024116
b17024,b17024117,float,,^jam_float,123,,,4.00 to 4.99
b17024,b17024117_m90,float,,^jam_float,123,,,Margin of error for: B17024117
b17024,b17024118,float,,^jam_float,124,,,5.00 and over
b17024,b17024118_m90,float,,^jam_float,124,,,Margin of error for: B17024118
b17024,b17024119,float,,^jam_float,125,,,75 years and over:
b17024,b17024119_m90,float,,^jam_float,125,,,Margin of error for: B17024119
b17024,b17024120,float,,^jam_float,126,,,Under .50
b17024,b17024120_m90,float,,^jam_float,126,,,Margin of error for: B17024120
b17024,b17024121,float,,^jam_float,127,,,.50 to .74
b17024,b17024121_m90,float,,^jam_float,127,,,Margin of error for: B17024121
b17024,b17024122,float,,^jam_float,128,,,.75 to .99
b17024,b17024122_m90,float,,^jam_float,128,,,Margin of error for: B17024122
b17024,b17024123,float,,^jam_float,129,,,1.00 to 1.24
b17024,b17024123_m90,float,,^jam_float,129,,,Margin of error for: B17024123
b17024,b17024124,float,,^jam_float,130,,,1.25 to 1.49
b17024,b17024124_m90,float,,^jam_float,130,,,Margin of error for: B17024124
b17024,b17024125,float,,^jam_float,131,,,1.50 to 1.74
b17024,b17024125_m90,float,,^jam_float,131,,,Margin of error for: B17024125
b17024,b17024126,float,,^jam_float,132,,,1.75 to 1.84
b17024,b17024126_m90,float,,^jam_float,132,,,Margin of error for: B17024126
b17024,b17024127,float,,^jam_float,133,,,1.85 to 1.99
b17024,b17024127_m90,float,,^jam_float,133,,,Margin of error for: B17024127
b17024,b17024128,float,,^jam_float,134,,,2.00 to 2.99
b17024,b17024128_m90,float,,^jam_float,134,,,Margin of error for: B17024128
b17024,b17024129,float,,^jam_float,135,,,3.00 to 3.99
b17024,b17024129_m90,float,,^jam_float,135,,,Margin of error for: B17024129
b17024,b17024130,float,,^jam_float,136,,,4.00 to 4.99
b17024,b17024130_m90,float,,^jam_float,136,,,Margin of error for: B17024130
b17024,b17024131,float,,^jam_float,137,,,5.00 and over
b17024,b17024131_m90,float,,^jam_float,137,,,Margin of error for: B17024131
,,,,,,,,
b24010c,id,int,,,7,73,110,Sex By Occupation For The Civilian Employed Population 16 Years And Over (American Indian And Alaska Native Alone)
b24010c,stusab,str,2,,2,,,State/U.S.-Abbreviation (USPS)
b24010c,chariter,str,3,,3,,,Character Iteration
b24010c,sequence,int,4,,4,,,Sequence Number
b24010c,logrecno,int,7,,5,,,Logical Record Number
b24010c,geoid,census.AcsGeoid,,^join_geoid,,,,Geoid from geofile
b24010c,gvid,census.GVid,,||row.geoid.gvid,,,,GVid from geoid
b24010c,sumlevel,int,,||row.geoid.sl,,,,Summary Level
b24010c,jam_flags,str,,^jam_values,,,,Flags for converted Jam values
b24010c,b24010c001,float,,^jam_float,7,,,Total:
b24010c,b24010c001_m90,float,,^jam_float,7,,,Margin of error for: B24010C001
b24010c,b24010c002,float,,^jam_float,8,,,Male:
b24010c,b24010c002_m90,float,,^jam_float,8,,,Margin of error for: B24010C002
b24010c,b24010c003,float,,^jam_float,9,,,"Management, business, science, and arts occupations:"
b24010c,b24010c003_m90,float,,^jam_float,9,,,Margin of error for: B24010C003
b24010c,b24010c004,float,,^jam_float,10,,,"Management, business, and financial occupations:"
b24010c,b24010c004_m90,float,,^jam_float,10,,,Margin of error for: B24010C004
b24010c,b24010c005,float,,^jam_float,11,,,Management occupations
b24010c,b24010c005_m90,float,,^jam_float,11,,,Margin of error for: B24010C005
b24010c,b24010c006,float,,^jam_float,12,,,Business and financial operations occupations
b24010c,b24010c006_m90,float,,^jam_float,12,,,Margin of error for: B24010C006
b24010c,b24010c007,float,,^jam_float,13,,,"Computer, engineering, and science occupations:"
b24010c,b24010c007_m90,float,,^jam_float,13,,,Margin of error for: B24010C007
b24010c,b24010c008,float,,^jam_float,14,,,Computer and mathematical occupations
b24010c,b24010c008_m90,float,,^jam_float,14,,,Margin of error for: B24010C008
b24010c,b24010c009,float,,^jam_float,15,,,Architecture and engineering occupations
b24010c,b24010c009_m90,float,,^jam_float,15,,,Margin of error for: B24010C009
b24010c,b24010c010,float,,^jam_float,16,,,"Life, physical, and social science occupations"
b24010c,b24010c010_m90,float,,^jam_float,16,,,Margin of error for: B24010C010
b24010c,b24010c011,float,,^jam_float,17,,,"Education, legal, community service, arts, and media occupations:"
b24010c,b24010c011_m90,float,,^jam_float,17,,,Margin of error for: B24010C011
b24010c,b24010c012,float,,^jam_float,18,,,Community and social service occupations
b24010c,b24010c012_m90,float,,^jam_float,18,,,Margin of error for: B24010C012
b24010c,b24010c013,float,,^jam_float,19,,,Legal occupations
b24010c,b24010c013_m90,float,,^jam_float,19,,,Margin of error for: B24010C013
b24010c,b24010c014,float,,^jam_float,20,,,"Education, training, and library occupations"
b24010c,b24010c014_m90,float,,^jam_float,20,,,Margin of error for: B24010C014
b24010c,b24010c015,float,,^jam_float,21,,,"Arts, design, entertainment, sports, and media occupations"
